id,report_id,ticker,company,date,source,doc_type,item,section_type,section_heading,chunk_index,page_start,page_end,text,source_file
7ac88f377541dfa1a4647f81055416b1,NKE,,2025-12-05T22:06:20Z,news,news_article,,news,"NIKE, Inc. (NKE): A Bear Case Theory",0,,,"We came across a bearish thesis on NIKE, Inc. on Uncle Stock Notes’s Substack. In this article, we will summarize the bulls’ thesis on NKE. NIKE, Inc.'s share was trading at $65.39 as of December 1st. NKE’s trailing and forward P/E were 33.53 and 40.32, respectively according to Yahoo Finance.
Pixabay/Public Domain
Nike’s Q1 FY2026 results underscore a company in transition, struggling to find footing amid mounting competitive and operational pressures. While total revenue rose a modest 1% year-over-year to $11.7 billion, the composition of growth revealed deeper issues—North American revenue declined 3%, and Nike Direct sales fell 4%, undermining years of effort to build a high-margin D2C model. Instead, wholesale sales grew 7%, signaling a tactical reversal as Nike leans on retail partners to offset direct-channel weakness. This shift, though necessary in the short term, highlights the strain on Nike’s once-vaunted brand power and consumer connection.
Gross margin deterioration was the most alarming signal, plunging 320 basis points to 42.2% due to elevated product costs, unfavorable currency effects, and widespread discounting to clear excess inventory. The erosion of pricing power underscores the weakening of Nike’s brand premium—a critical concern for a company long defined by its aspirational positioning. Management’s “Win Now” initiative, intended to reignite core categories such as running and basketball, remains in early stages, with little evidence yet of meaningful financial impact.
Regionally, softness in Greater China and continued weakness in North America offset moderate growth in EMEA and APLA. The company’s reluctance to issue guidance reflects uncertainty about the near-term outlook, as inventory challenges, macro headwinds, and rising competition from brands like Hoka and On weigh on visibility. Though Nike’s global scale, supply chain strength, and distribution network remain significant advantages, the quarter revealed a brand in search of renewed identity and strategic clarity. For now, sentiment skews bearish as the company’s transition from stagnation to sustainable growth remains incomplete.
Previously, we covered a bullish thesis on NIKE, Inc. (NKE) by Any_Chocolate6194 in May 2025, which highlighted the company’s brand dominance, leadership renewal, and long-term recovery potential. The company’s stock price has appreciated by approximately 5.33% since our coverage. This is because the recovery thesis has yet to fully play out. Uncle Stock Notes shares a contrarian but emphasizes near-term execution and D2C challenges.",https://finance.yahoo.com/news/nike-inc-nke-bear-case-220620409.html,
8298c16f954431dcb0da138467024fdd,NKE,,2025-12-17T18:47:56Z,news,news_article,,news,Guggenheim Initiates Nike (NKE) at Buy on Margin Strength,0,,,"NIKE, Inc. (NYSE:NKE) is included among the 12 Best Dogs of the Dow to Invest in.
On December 10, Guggenheim began covering NIKE, Inc. (NYSE:NKE) with a Buy rating and set a $77 price target. While retail is still widely viewed as “structurally sick,” the firm said the “holiday brought the cheer.” It added that tariffs have been manageable so far and pointed to what it called “most importantly and likely going unnoticed,” noting that most of the companies it covers are operating at, or very near, peak gross margins.
In separate news, NIKE, Inc. (NYSE:NKE) and LSU announced on December 11 that they are extending their partnership, a relationship that has been in place for more than 50 years. The new agreement runs through 2036 and opens the door to a fresh chapter of athlete-first innovation and closer collaboration in Baton Rouge. It also reinforces the deep ties between Nike and LSU, a program that has long been at the center of elite collegiate competition.
Alongside the extension, Nike is launching Nike Blue Ribbon Elite. It is a first-of-its-kind program aimed at reshaping the NIL space through deeper, more direct collaboration with athletes and schools, starting with LSU. The move reflects the company’s long-standing identity as a brand built for athletes and underscores its ongoing focus on inspiring and supporting the next generation through partnerships, innovation, and storytelling that help expand sport worldwide.
NIKE, Inc. (NYSE:NKE) designs, develops, manufactures, markets, and sells athletic footwear, apparel, equipment, accessories, and services, and operates as a global leader in sports and lifestyle products.
While we acknowledge the potential of NKE as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you’re looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock.
READ NEXT: 13 Best Blue Chip Stocks to Buy Under $50 and11 Best Low Priced Dividend Stocks to Buy According to Analysts.
Disclosure: None.",https://finance.yahoo.com/news/guggenheim-initiates-nike-nke-buy-184756578.html,
7cd991eba9bad7579b584ca9daa2aad3,NKE,,2025-12-25T15:36:47Z,news,news_article,,news,Nike (NKE) Jumps 4.6% as Tim Cook Hikes Stake,0,,,"We recently published 10 Stocks Lighting Up Market Ahead of Christmas. Nike Inc. (NYSE:NKE) is one of the best performers on Wednesday.
Nike Inc. jumped by 4.64 percent on Wednesday to close at $60 apiece after an Apple executive nearly doubled his stake in the company.
In a regulatory filing, Nike Inc. (NYSE:NKE) said that Tim Cook, chief executive officer of Apple Inc., acquired $2.9 million worth of new shares in the company.
Cook is currently an independent director and now owns a little more than 105,000 shares in Nike Inc. (NYSE:NKE).
The purchase reflected strong confidence in the stock, despite posting dismal earnings performance in the second quarter of fiscal year 2026 and posting lower sales guidance for the next quarter.
In the second quarter, the athletic fashion maker said that net income declined by 32 percent to $792 million from $1.16 billion in the same period last year.
Revenues were flat at $12 billion due to sales declines in China, Asia Pacific, and Latin America, which were primarily offset by growth in the North American region.
Regions with a high quality of life, including safety and healthcare, often become a magnet for new residents.
Looking ahead, Nike Inc. (NYSE:NKE) expects revenues for the third quarter to drop by low single digits, falling below analyst expectations of modest growth, on expectations that its operations in China, alongside higher tariffs, would continue to dampen sales.
While we acknowledge the potential of NKE as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk. If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our free report on the best short-term AI stock.
READ NEXT: 30 Stocks That Should Double in 3 Years and 11 Hidden AI Stocks to Buy Right Now.
Disclosure: None. This article is originally published at Insider Monkey.",https://finance.yahoo.com/news/nike-nke-jumps-4-6-153647936.html,
777093cbbccf2c9e9cba482a8cadb43d,NKE,,2025-12-22T17:01:51Z,news,news_article,,news,Earnings Disappointment Sends Nike Stock Below Key Support. Should You Buy the Dip?,0,,,"Nike (NKE) shares crashed over 10% on Dec. 19 after the footwear giant reported market-beating financials for its Q2 but issued disappointing guidance for the future.
The Beaverton-headquartered firm now sees its sales declining by a low single digit percentage and gross margins coming in down about 200 basis points in the fiscal third quarter.
Investors punished NKE shares also because the company’s revenue in Greater China – one of its major global markets – tanked another 17% in the recently concluded quarter.
Together, these weaknesses made them question if CEO Elliott Hill’s turnaround plan will succeed in helping Nike reclaim its glory. Versus its August high, Nike stock is now down about 30%.
How to Play Nike Stock on Post-Earnings Plunge
The post-earnings decline even pushed NKE stock below its 50-day moving average (MA) – a technical setup that’s often interpreted as a bearish signal for the near term.
Still, Kevin McCarthy – a senior research analyst with Neuberger Berman – says “I’d be a buyer on a day like this” mostly because the management told shareholders upfront that it won’t be a linear recovery.
Nike’s second quarter release had enough “redeeming qualities” to continue believing in its long-term earnings power.
Speaking with CNBC, McCarthy refrained from putting a price target on NKE, but said the stock will likely emerge an “alpha generative investment over the next couple of years.”
Why NKE Shares Are Worth Owning for 2026
Kevin McCarthy remains positive on Nike shares also because the firm’s gross margins excluding the impact of tariffs were actually up on a year-over-year basis in Q2.
On “Squawk Box,” the analyst expressed confidence in Hill’s leadership, saying “he knows what he needs to be doing.”
According to him, NKE has cleaned its U.S. inventories where its order book is improving already, and the stock will push higher as the management replicates this progress in markets outside of its hometown as well.
A healthy 2.84% dividend yield makes up for another great reason to have Nike in your investment portfolio heading into 2026.
Nike Hasn’t Fallen Out of Favor With Wall Street
Wall Street more broadly remains constructive on Nike stock for the coming year as well.
The consensus rating on NKE shares remains at “Moderate Buy” with the mean target of about $80 indicating potential upside of roughly 40% from here.
On the date of publication, Wajeeh Khan did not have (either directly or indirectly) positions in any of the securities mentioned in this article. All information and data in this article is solely for informational purposes. For more information please view the Barchart Disclosure Policy here.",https://www.barchart.com/story/news/36746721/earnings-disappointment-sends-nike-stock-below-key-support-should-you-buy-the-dip,
7e8e76df9eabd632df3989fdf36f7b65,NKE,,2025-12-07T15:00:02Z,news,news_article,,news,"As Nike Shakes Up Its C-Suite, Should You Buy, Sell, or Hold NKE Stock?",0,,,"NIKE (NKE), the global icon of sport and streetwear, is hitting the reset button at the very top. With news that the company is dramatically reshuffling its C-suite under CEO Elliott Hill’s “Win Now” plan, senior leaders are being replaced, new roles created, and decision-making streamlined as the brand pivots toward speed, efficiency, and digital-first execution.
Nike is restructuring its senior leadership team as part of its turnaround strategy, aiming to cut unnecessary management layers, strengthen consumer connections, and accelerate its “sport offense.” At the heart of the shake-up, longtime supply-chain head Venkatesh Alagirisamy is elevated to a newly minted Chief Operating Officer role, while absorbing not just logistics and manufacturing, but also technology leadership. As a result, Nike has eliminated the Chief Technology Officer position, leading to the departure of Dr. Muge Dogan.
In a broader shift, the heads of Nike’s four major geographies: Greater China, EMEA, North America, and APLA, will now join the senior leadership team and report directly to CEO Elliott Hill. The company is also removing the Chief Commercial Officer role, while Global Sales and Nike Direct will now report to CFO Matt Friend, positioning him to closely align marketplace strategy with Nike’s broader priorities.
In light of these sweeping changes, is now the time to buy, sell, or hold NKE stock?
About NIKE Stock
Headquartered in Beaverton, Oregon, Nike is a leading global designer, marketer, and retailer of athletic footwear, apparel, sports equipment and accessories. Known worldwide for its iconic Swoosh logo and brands such as Nike, Air Jordan, and Converse, Nike serves a broad base of athletes, sports enthusiasts, and casual consumers across countries through its own stores, wholesale partners, and e-commerce platforms. Nike’s market cap stands around $97.1 billion.
Nike has experienced a turbulent stock performance over the past year, marked by sharp swings and a broader downtrend as the company works through a pivotal turnaround. After hitting a 52-week high of $82.44 in February, the stock has faced a pullback of 20.3% from that high, closing the last session at $65.82. The stock has slumped 16.2% over the past year and 13% year-to-date (YTD), underperforming the broader market and reflecting the brand’s ongoing challenges.
Much of the volatility stems from the interplay between internal restructuring and external economic pressures. Under CEO Elliott Hill, Nike has embarked on an aggressive “Win Now” turnaround that aims to rebuild its wholesale business, reignite innovation, and correct past missteps in its direct-to-consumer strategy. Investors have shown guarded confidence as early signs of progress emerge, with occasional rallies punctuating an otherwise difficult year.
Still, several headwinds continue to weigh on the stock. A slowdown in fresh, compelling product releases has opened the door for rivals. High inventory levels, especially have forced Nike into discounting, pressuring margins already strained by tariffs and cost pressures. Meanwhile, weak consumer sentiment in China and broader macroeconomic uncertainty have dampened demand across key regions.
However, the stock is trading at a premium compared to industry peers at 40.03 times forward earnings.
Mixed Q1 Results
NIKE reported its fiscal first quarter (Q1 FY2026) results on Sept. 30, covering the period ended Aug. 31. Revenue came in at $11.7 billion, just a 1% increase from the prior-year quarter.
The company saw a 7% rise in wholesale revenue, which reached $6.8 billion, while Nike Direct revenues came in at $4.5 billion, down 4% year-over-year (YOY). Also, revenues for Converse stood at $366 million, down 27%. Inventories stood at $8.1 billion, down 2% compared to the same period the prior year.
Profitability took a hit. Gross margin shrank by 320 basis points to 42.2%, reflecting a mix of higher discounts, increased product costs (including tariffs, particularly in North America), and an unfavorable shift in channel mix. As a result, net income fell about 31% to $0.7 billion, and earnings per share (EPS) dropped 30% YOY to $0.49, but exceeded expectations.
On the geographic front, growth was uneven. North America delivered modest gains of 4% in revenues driven by apparel, equipment, and a rebound in demand for running, training, and basketball categories, while the wholesale channel gained traction. But markets like Greater China continued to underperform with nearly a 9% decline, weighing on overall results.
Further, management signaled cautious optimism. The company emphasized that although wholesale and certain geographies are showing signs of recovery under its “Win Now” turnaround plan, progress will not be exactly linear. The company expects Q2 revenues to be down low single digits and gross margins to be down 300 to 375 basis points.
Analysts predict EPS to be around $1.65 for fiscal 2026, down 23.6% YOY, before surging by 56.36% annually to $2.58 in fiscal 2027.
What Do Analysts Expect for Nike Stock?
Recently, RBC Capital reaffirmed its “Outperform” rating and $85 price target on Nike, pointing to continued progress in cleaning up excess inventory, a key factor in the firm’s confidence that the company will enter 2026 in a stronger operational position.
Analyst Piral Dadhania noted that Nike appears to be nearing the end of its intensive inventory reset and is unlikely to deliver any major surprises in its upcoming Q2 results. RBC also expects Nike’s fiscal Q3 2026 outlook to signal stabilizing revenue and earnings trends, a shift investors would likely welcome. The firm additionally highlighted Nike’s product pipeline, including the 2026 Football World Cup kits, refreshed footwear lines, and new Basketball releases scheduled for early 2026.
Overall, NKE has a consensus “Moderate Buy” rating. Of the 35 analysts covering the stock, 17 advise a “Strong Buy,” four suggest a “Moderate Buy,” 12 analysts are on the sidelines, giving it a “Hold” rating, and two recommend a “Strong Sell.”
The average analyst price target for NKE is $82.76, indicating a potential upside of 25.5%. The Street-high target price of $120 suggests that the stock could rally as much as 82.2%.
On the date of publication, Subhasree Kar did not have (either directly or indirectly) positions in any of the securities mentioned in this article. All information and data in this article is solely for informational purposes. For more information please view the Barchart Disclosure Policy here.",https://www.barchart.com/story/news/36497105/as-nike-shakes-up-its-c-suite-should-you-buy-sell-or-hold-nke-stock,
fca45a1010c5d7b93d7c6143e7b0e627,NKE,,2025-12-21T15:44:50Z,news,news_article,,news,Jim Cramer Highlights Nike Struggles,0,,,"NIKE, Inc. (NYSE:NKE) is one of the tech and consumer sector stocks that Jim Cramer talked about. Cramer mentioned the stock while discussing consumer trends, as he said:
“If the Fed cuts rates, the consumer should spend even more, hence why so many consumer stocks have been roaring since last week’s Fed meeting. Of course, you got to ask yourself if the move is sustainable. I don’t know. Tonight, Nike looks terrible, but that could be, a lot of that is China. I think that the trend of lower prices, though, is just starting.”
Photo by Artem Podrez on Pexels
NIKE, Inc. (NYSE:NKE) is an athletic and casual footwear, apparel, equipment, and accessories company that sells its products under brands, including Nike, Jordan, and Converse. During the December 12 episode, Cramer said that he is worried about the company’s “old inventory,” as he remarked:
“Next up, I like Thursday… After the close is the biggest night of the week when CNBC Investing Club position, Nike reports, and FedEx also issues its quarterly numbers. Now, I told people listening to the club call today that I think it’s still too soon to make a big swing at Nike. I’m not doing that yet because the company was so messed up, much more than we thought before Elliott Hill came in, the new CEO, that was a year ago. But it’s been that tough to turn around. I do like that we have the World Cup next year. A good showcase ahead. But it’s the old inventory that I worry about.”
While we acknowledge the potential of NKE as an investment, we believe certain AI stocks offer greater upside potential and carry less downside risk. If you're looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock.
READ NEXT: 30 Stocks That Should Double in 3 Years and 11 Hidden AI Stocks to Buy Right Now.
Disclosure: None. This article is originally published at Insider Monkey.",https://finance.yahoo.com/news/jim-cramer-highlights-nike-struggles-154450451.html,
3f6b534be9b703e03b3aa4a851c0e3c4,NKE,,2025-12-22T17:30:13Z,news,news_article,,news,Jim Cramer Shares How NIKE (NKE)’s Stock Could Go to a 100,0,,,"We recently published 8 Stocks on Jim Cramer’s Radar. NIKE, Inc. (NYSE:NKE) is one of the stocks on Jim Cramer's radars.
NIKE, Inc. (NYSE:NKE)’s turnaround has been a frequent feature of Cramer’s discussion in 2025. While the shares 20% year-to-date and were down by 11% ahead of last week’s fall, the CNBC TV host has continued to express optimism about the firm’s turnaround under CEO Elliott Hill. After NIKE, Inc. (NYSE:NKE)’s second fiscal quarter earnings release on December 18th, multiple analysts came out with reports for the firm. For instance, Truist cut the share price target to $70 from $85 on December 19th as it kept a Buy rating on the shares. The firm explained that while NIKE, Inc. (NYSE:NKE) was experiencing headwinds in China, the firm’s wholesale operations in North America and retail partner expansions were doing well. BTIG cited optimism in Hill on the 19th as well, after reiterating a Buy rating and a $100 share price target. Cramer discussed NIKE, Inc. (NYSE:NKE)’s China problems and shared insights about what the shares might need to perform well:
Leonard Zhukovsky / Shutterstock.com
“Remember the turns that we need, the Nike turn, the Starbucks turn, the FedEx not kind of minor turn. I think all three of them, Nike has too much inventory still. . .
While we acknowledge the potential of NKE as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk. If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our free report on the best short-term AI stock.
READ NEXT: 30 Stocks That Should Double in 3 Years and 11 Hidden AI Stocks to Buy Right Now.
Disclosure: None. This article is originally published at Insider Monkey.",https://finance.yahoo.com/news/jim-cramer-shares-nike-nke-173013421.html,
37c9f42a505939c7dcaac81a15131b2b,NKE,,2025-12-26T17:25:30Z,news,news_article,,news,"I Continue to Believe Nike (NKE)’s CEO is a Winner, Says Jim Cramer",0,,,"We recently published 10 Stocks on Jim Cramer’s Radar. NIKE, Inc. (NYSE:NKE) is one of the stocks on Jim Cramer's radar.
NIKE, Inc. (NYSE:NKE) is a stock that Jim Cramer frequently discusses. The firm reported its second fiscal quarter earnings on December 18th. The results saw NIKE, Inc. (NYSE:NKE)’s $12.43 billion in revenue and $0.53 in earnings beat analyst estimates of $12.22 billion and $0.38. However, media reports suggested that a 17% drop in Chinese revenue contributed to a post-earnings share price drop.
NIKE, Inc. (NYSE:NKE)’s ongoing turnaround is a key factor for debate, and following the earnings, multiple analysts shared their take on the firm. For instance, UBS cut the share price target to $62 from $71 on December 19th and kept a Neutral rating. The bank explained that while NIKE, Inc. (NYSE:NKE) should return to growth eventually, the firm needs more time to adjust its inventory. Joining UBS, BofA also cut the share price target. It reduced NIKE, Inc. (NYSE:NKE)’s target price to $73 from $84 and cited Chinese concerns as the reason. Stifel trimmed the target by $3 to $68 and kept a Hold as it commented on the third quarter guidance miss.
March Marcho / Shutterstock.com
As for Cramer, he focused on China but kept the faith with NIKE, Inc. (NYSE:NKE) and shared additional insight in the form of the ongoing debate in the Supreme Court about President Trump’s tariffs:
“China was quite difficult for them, because they were so trashed. They trashed themselves, they were in the wrong outlets, they’ve got bad inventory. One of the things that Elliott said that was devastating was this reality, we’ve become a lifestyle brand. I mean that is the kiss of death. They’re not a lifestyle brand, they’re a sports brand. Matter of fact, they changed a lot of things in America. They changed it from, having a man, woman, child brand to having, verticals to sports.",https://finance.yahoo.com/news/continue-believe-nike-nke-ceo-172530452.html,
6fcc8aaeb58a19bc6d951461839b10a5,NKE,,2025-12-14T18:00:02Z,news,news_article,,news,"Inflation Data, AI Earnings and Other Can't Miss Items this Week",0,,,"Markets enter a critical week still reeling from Friday's sharp selloff in technology and AI stocks following disappointing reactions to Oracle (ORCL) and Broadcom (AVGO) earnings that raised questions about AI infrastructure spending sustainability and return on massive capital investments.
The tech weakness came despite the Federal Reserve delivering an expected rate cut Wednesday, with Chair Powell's cautious 2026 guidance and higher dot plot projections overshadowing near-term accommodation.
This week delivers a concentration of economic data with Tuesday's explosive convergence of the November jobs report, retail sales, and dual PMI releases all at 8:30am and 9:45am, followed by Thursday's CPI inflation report that will test whether price pressures are finally moderating or remaining stubbornly elevated.
The earnings calendar features semiconductor bellwether Micron (MU) Wednesday providing insights into memory chip demand, followed by Thursday's diverse lineup including FedEx (FDX), Nike (NKE), and Accenture (ACN) testing logistics, consumer discretionary, and professional services sectors. Friday's Core PCE Price Index represents the Fed's preferred inflation measure and will provide final perspective on price trends as markets head into the year-end holiday period.
Here are 5 things to watch this week in the Market.
Tuesday's Economic Data Explosion
Tuesday delivers an unprecedented convergence of major economic releases packed into a two-hour window that could significantly influence year-end market direction. The November jobs report at 8:30am will provide comprehensive employment insights including nonfarm payrolls, unemployment rate, and wage growth trends that determine consumer spending capacity heading into 2026. Strong employment data could validate the Fed's cautious stance from last week's meeting, while weakness could raise concerns about economic momentum and complicate the more hawkish 2026 projections. Simultaneously, October retail sales data will offer critical insights into consumer spending resilience during the crucial holiday shopping season, with both headline and core readings analyzed for evidence of household demand strength. The 9:45am Manufacturing and Services PMI releases will provide forward-looking perspectives on business activity across both goods-producing and services sectors. The compressed timing creates potential for significant volatility as markets digest employment, consumption, and business activity data essentially simultaneously. Any major surprises across these reports could trigger substantial moves in rate-sensitive sectors and influence year-end positioning decisions.
November CPI: Inflation's Stubborn Reality
Thursday's November CPI report at 8:30am represents one of the most critical inflation releases of the year, providing crucial evidence about whether price pressures are finally moderating or remaining persistently elevated in ways that could complicate the Fed's policy path. Both headline and core CPI readings will be scrutinized for any signs of reacceleration that could validate the Fed's more cautious 2026 outlook delivered at last week's meeting. Energy prices, housing costs, and services inflation will be key components to watch, particularly given their outsized influence on overall price trends and consumer purchasing power. The report comes just days after the Fed's decision and Powell's acknowledgment that inflation progress has slowed, making any upside surprise particularly problematic for dovish expectations. Strong CPI readings could reinforce concerns that the Fed may pause its cutting cycle earlier than markets previously anticipated, while benign data could provide relief and support risk assets heading into year-end. Thursday's Philadelphia Fed Manufacturing Index will provide additional economic context about regional industrial conditions and pricing pressures.
Micron's Memory Chip Demand Reality Check
Wednesday's Micron (MU) earnings arrive at a critical juncture following Friday's tech selloff that saw AI infrastructure stocks plunge on concerns about return on investment and spending sustainability. Micron's results will provide crucial insights into memory chip demand across data centers, smartphones, PCs, and automotive applications, with high-bandwidth memory for AI accelerators representing the company's key growth driver. The earnings take on heightened significance after Oracle and Broadcom's disappointing reactions raised questions about whether AI infrastructure investment can sustain current momentum into 2026. Micron's commentary about HBM supply allocation to AI chip manufacturers, DRAM pricing trends, and inventory levels throughout the supply chain will be closely watched for any signs of demand softening or pricing pressure. The company's guidance about calendar 2026 demand patterns and capital expenditure plans will help determine whether the semiconductor industry can maintain optimistic growth assumptions or if a cyclical downturn is emerging. Given the fragile sentiment in technology stocks, Micron's results could either stabilize the sector or accelerate concerns about AI spending deceleration.
Consumer and Logistics Health Assessment
Thursday's earnings from FedEx (FDX), Nike (NKE), and Accenture (ACN) will provide diverse perspectives on global logistics, consumer discretionary spending, and professional services demand heading into year-end. FedEx results will offer critical insights into package volumes, e-commerce trends, and business shipping activity that serve as leading indicators for economic health. The company's commentary about holiday season shipping volumes, international trade flows, and pricing power will be particularly important given ongoing questions about global economic momentum. Nike's earnings will test athletic apparel demand, international market performance particularly in China, and inventory management amid shifting consumer preferences and competitive pressures. Accenture's results will provide comprehensive perspectives on corporate consulting demand, IT services spending, and digital transformation project budgets that indicate business confidence and investment intentions. The convergence of these reports with Thursday's CPI data creates potential for significant sector rotation if earnings and inflation data collectively suggest strengthening or weakening economic fundamentals.
Dual Inflation Measures and Housing Market Context
Friday's Core PCE Price Index at 8:30am represents the Federal Reserve's preferred inflation measure and will provide final perspectives on October price trends following Thursday's CPI release. The PCE report often shows different inflation readings than CPI due to methodological differences, making both month-over-month and year-over-year comparisons with CPI particularly important for understanding the complete inflation picture. The timing coming one day after CPI creates potential for either confirming or contradicting Thursday's inflation narrative, with significant implications for rate-sensitive sectors heading into the year-end period. Friday's existing home sales data at 10:00am will offer insights into residential real estate activity amid elevated mortgage rates and affordability challenges. The housing market data will help assess whether recent Fed rate cuts are beginning to stimulate housing activity or if structural affordability issues continue constraining demand. The combination of dual inflation readings across Tuesday's retail sales, Thursday's CPI, and Friday's PCE creates a comprehensive assessment of price pressures and consumer spending patterns that will significantly influence early 2026 market expectations and Fed policy assumptions.
Best of luck this week and don't forget to check out my daily options article.
On the date of publication, Gavin McMaster did not have (either directly or indirectly) positions in any of the securities mentioned in this article. All information and data in this article is solely for informational purposes. For more information please view the Barchart Disclosure Policy here.",https://www.barchart.com/story/news/36615132/inflation-data-ai-earnings-and-other-can-t-miss-items-this-week,
a6eda58c22166df26db41de3ee110313,NKE,,2025-12-17T15:03:03Z,news,news_article,,news,What to Expect From NIKE's Next Quarterly Earnings Report,0,,,"With a market cap of $99.2 billion, NIKE, Inc. (NKE) is a global leader in the design, development, marketing, and sale of athletic and casual footwear, apparel, equipment, and accessories for men, women, and children. The company operates a powerful portfolio of brands, including Nike, Jordan, and Converse, with a strong global presence across North America, EMEA, Greater China, and the Asia Pacific.
The Beaverton, Oregon-based company is set to announce its fiscal Q2 2026 results after the market closes on Thursday, Dec. 18. Analysts predict NIKE to report an adjusted EPS of $0.37, down 52.6% from $0.78 in the year-ago quarter. However, it has surpassed Wall Street's earnings estimates in the last four quarters.
For fiscal 2026, analysts forecast NIKE to report an adjusted EPS of $1.67, a decline of 23.6% from $2.16 in fiscal 2025. Nevertheless, adjusted EPS is anticipated to surge 55.8% year-over-year to $2.57 in fiscal 2027.
Shares of NIKE have dropped 13.8% over the past 52 weeks, underperforming both the S&P 500 Index's ($SPX) nearly 12% return and the Consumer Discretionary Select Sector SPDR Fund's (XLY) 2.1% rise over the period.
Shares of Nike climbed 6.4% following its Q1 2026 results on Sept. 30 as overall revenue of $11.7 billion rose 1% year-over-year, while footwear sales of $7.4 billion topped the consensus estimate. Investor sentiment was further lifted by strong apparel growth of 9% to $3.3 billion, well above the consensus, and wholesale revenue growth of 7%, which helped offset weaker Nike Direct sales. Additionally, gross margin of 42.2% exceeded expectations, easing concerns about discounting and tariff pressures even as net income fell 31% to $727 million.
Analysts' consensus view on NKE stock is cautiously optimistic, with a ""Moderate Buy"" rating overall. Among 35 analysts covering the stock, 17 recommend ""Strong Buy,"" four give ""Moderate Buy,"" 12 indicate “Hold,” and two advise ""Strong Sell."" The average analyst price target for NIKE is $82.04, suggesting a potential upside of 24.2% from current levels.
On the date of publication, Sohini Mondal did not have (either directly or indirectly) positions in any of the securities mentioned in this article. All information and data in this article is solely for informational purposes. For more information please view the Barchart Disclosure Policy here.",https://www.barchart.com/story/news/36670128/what-to-expect-from-nike-s-next-quarterly-earnings-report,
